订单创建日期,销售订单号,行项目号,幅宽,订单件数,移库日期
2024/2/23,0021047970,30,2300,4.000,2024/2/23
2024/2/23,0021047970,40,2200,4.000,2024/2/23
2024/2/23,0021047970,50,2100,4.000,2024/2/23
2024/2/23,0021047971,10,1600,2.000,2024/2/23
2024/2/23,0021047971,20,1300,2.000,2024/2/23
2024/2/23,0021047971,30,2400,1.000,2024/2/23
2024/2/23,0021047971,40,1800,1.000,2024/2/23
2024/2/23,0021047971,50,2300,6.000,2024/2/23
2024/2/23,0021047971,60,1700,2.000,2024/2/23
2024/2/23,0021047971,70,1500,4.000,2024/2/23
2024/2/23,0021047971,80,1400,2.000,2024/2/23
2024/2/23,0021047973,10,1850,3.000,2024/2/23
2024/2/23,0021047973,20,2100,3.000,2024/2/23
2024/2/23,0021047974,10,2100,6.000,2024/2/23
2024/2/23,0021047974,30,1600,3.000,2024/2/23
2024/2/23,0021047975,10,2200,2.000,2024/2/23
2024/2/23,0021047975,20,2700,2.000,2024/2/23
2024/2/23,0021047984,10,1300,2.000,2024/2/23
2024/2/23,0021047985,10,1350,3.000,2024/2/24
2024/2/23,0021047985,20,1700,4.000,2024/2/24
2024/2/23,0021047985,30,1800,5.000,2024/2/24
2024/2/23,0021047985,40,2150,4.000,2024/2/24
2024/2/23,0021047985,50,1750,4.000,2024/2/24
2024/2/23,0021047985,60,1850,4.000,2024/2/24
2024/2/23,0021047985,70,1950,6.000,2024/2/24
2024/2/23,0021047985,80,2100,5.000,2024/2/24
2024/2/23,0021047985,90,2300,5.000,2024/2/24
2024/2/23,0021047985,100,2350,4.000,2024/2/24
2024/2/23,0021047987,10,2000,3.000,2024/2/23
2024/2/23,0021047987,20,2100,7.000,2024/2/23
2024/2/23,0021047987,30,1900,2.000,2024/2/23
2024/2/23,0021047987,40,1300,2.000,2024/2/23
2024/2/23,0021047987,50,1500,3.000,2024/2/23
2024/2/23,0021047987,60,1600,2.000,2024/2/23
2024/2/23,0021047987,70,2400,3.000,2024/2/23
2024/2/23,0021047987,80,1400,2.000,2024/2/23
2024/2/23,0021047991,10,1450,1.000,2024/2/23
2024/2/23,0021047995,10,1000,12.000,2024/2/24
2024/2/23,0021047999,10,2500,3.000,2024/2/23
2024/2/23,0021048001,10,1500,1.000,2024/2/23
2024/2/23,0021048003,10,1600,2.000,2024/2/23
2024/2/23,0021048003,20,1800,3.000,2024/2/23
2024/2/23,0021048003,30,2200,3.000,2024/2/23
2024/2/23,0021048003,40,2300,2.000,2024/2/23
2024/2/23,0021048003,50,1300,1.000,2024/2/23
2024/2/23,0021048003,60,1400,3.000,2024/2/23
2024/2/23,0021048003,70,1700,3.000,2024/2/23
2024/2/23,0021048003,80,2000,2.000,2024/2/23
2024/2/23,0021048003,90,1300,2.000,2024/2/23
2024/2/23,0021048005,10,1550,1.000,2024/2/23
2024/2/23,0021048005,20,1450,1.000,2024/2/23
2024/2/23,0021048005,30,1400,1.000,2024/2/23
2024/2/23,0021048005,40,1450,4.000,2024/2/23
2024/2/23,0021048005,50,1150,4.000,2024/2/23
2024/2/23,0021048005,60,1100,2.000,2024/2/23
2024/2/23,0021048005,70,1500,2.000,2024/2/23
2024/2/23,0021048017,10,1850,3.000,2024/2/23
2024/2/23,0021048017,20,1350,1.000,2024/2/23
2024/2/23,0021048017,30,1550,2.000,2024/2/23
2024/2/23,0021048017,50,2450,1.000,2024/2/23
2024/2/23,0021048017,60,2350,2.000,2024/2/23
2024/2/23,0021048017,70,2000,4.000,2024/2/23
2024/2/23,0021048022,10,1400,25.000,2024/2/23
2024/2/23,0021048033,10,2200,1.000,2024/2/23
2024/2/23,0021048033,20,1900,3.000,2024/2/23
2024/2/23,0021048033,30,1600,1.000,2024/2/23
2024/2/23,0021048035,10,1025,35.000,2024/2/23
2024/2/23,0021048037,10,2100,2.000,2024/2/23
2024/2/23,0021048038,10,1600,3.000,2024/2/23
2024/2/23,0021048038,20,1350,1.000,2024/2/23
2024/2/23,0021048039,20,1600,1.000,2024/2/23
2024/2/23,0021048039,30,2150,2.000,2024/2/23
2024/2/23,0021048039,40,1900,1.000,2024/2/23
2024/2/23,0021048042,10,1150,3.000,2024/2/23
2024/2/23,0021048042,20,1580,2.000,2024/2/23
2024/2/23,0021048045,10,1950,4.000,2024/2/23
2024/2/23,0021048045,20,2100,2.000,2024/2/23
2024/2/23,0021048045,30,2350,4.000,2024/2/23
2024/2/23,0021048045,40,1750,2.000,2024/2/23
2024/2/23,0021048045,50,2000,2.000,2024/2/23
2024/2/23,0021048045,60,2150,2.000,2024/2/23
2024/2/23,0021048045,70,2500,4.000,2024/2/23
2024/2/23,0021048048,10,1650,10.000,2024/2/23
2024/2/23,0021048048,20,1750,11.000,2024/2/23
2024/2/23,0021048058,10,2000,3.000,2024/2/23
2024/2/23,0021048058,20,1800,4.000,2024/2/23
2024/2/23,0021048064,10,2450,3.000,2024/2/27
2024/2/23,0021048077,10,1850,4.000,2024/2/23
2024/2/23,0021048082,10,1550,2.000,2024/2/23
2024/2/23,0021048082,20,1600,2.000,2024/2/23
2024/2/23,0021048082,30,1750,2.000,2024/2/23
2024/2/23,0021048082,40,1900,2.000,2024/2/23
2024/2/23,0021048082,50,2050,2.000,2024/2/23
2024/2/23,0021048082,60,2150,1.000,2024/2/23
2024/2/23,0021048082,70,1500,2.000,2024/2/23
2024/2/23,0021048082,80,1650,2.000,2024/2/23
2024/2/23,0021048082,90,1700,2.000,2024/2/23
2024/2/23,0021048082,100,1800,2.000,2024/2/23
2024/2/23,0021048082,110,1850,2.000,2024/2/23
2024/2/23,0021048082,120,1950,2.000,2024/2/23
2024/2/23,0021048082,130,2000,4.000,2024/2/23
2024/2/23,0021048085,10,1500,2.000,2024/2/23
2024/2/23,0021048085,20,1850,2.000,2024/2/23
2024/2/23,0021048085,30,1900,2.000,2024/2/23
2024/2/23,0021048085,40,1950,2.000,2024/2/23
2024/2/23,0021048085,50,1350,2.000,2024/2/23
2024/2/23,0021048085,60,1400,3.000,2024/2/23
2024/2/23,0021048085,70,1800,3.000,2024/2/23
2024/2/23,0021048085,80,2050,2.000,2024/2/23
2024/2/23,0021048087,10,945,21.000,2024/2/23
2024/2/23,0021048090,10,1900,4.000,2024/2/23
2024/2/23,0021048090,20,1950,4.000,2024/2/23
2024/2/23,0021048090,30,2150,2.000,2024/2/23
2024/2/23,0021048090,40,2200,2.000,2024/2/23
2024/2/23,0021048090,50,2400,2.000,2024/2/23
2024/2/23,0021048097,10,2200,2.000,2024/2/23
2024/2/23,0021048097,20,2300,4.000,2024/2/23
2024/2/23,0021048097,30,2350,4.000,2024/2/23
2024/2/23,0021048097,40,2400,4.000,2024/2/23
2024/2/23,0021048097,50,1700,2.000,2024/2/23
2024/2/23,0021048097,60,1750,2.000,2024/2/23
2024/2/23,0021048098,10,1600,2.000,2024/2/23
2024/2/23,0021048098,20,1900,2.000,2024/2/23
2024/2/23,0021048098,30,1650,2.000,2024/2/23
2024/2/23,0021048098,40,1750,4.000,2024/2/23
2024/2/23,0021048098,50,1800,2.000,2024/2/23
2024/2/23,0021048098,60,1950,2.000,2024/2/23
2024/2/23,0021048098,70,2050,2.000,2024/2/23
2024/2/23,0021048098,80,2100,1.000,2024/2/23
2024/2/23,0021048098,90,1950,1.000,2024/2/23
2024/2/23,0021048098,100,2000,2.000,2024/2/23
2024/2/23,0021048098,110,1750,2.000,2024/2/23
2024/2/23,0021048101,10,2800,1.000,2024/2/24
2024/2/23,0021048101,20,2700,1.000,2024/2/24
2024/2/23,0021048101,70,2600,1.000,2024/2/24
2024/2/23,0021048101,80,2500,2.000,2024/2/24
2024/2/23,0021048101,90,2300,2.000,2024/2/24
2024/2/23,0021048101,100,2200,1.000,2024/2/24
2024/2/23,0021048101,110,2100,1.000,2024/2/24
2024/2/23,0021048101,120,2000,2.000,2024/2/24
2024/2/23,0021048104,10,2400,1.000,2024/2/23
2024/2/23,0021048114,10,2300,3.000,2024/2/23
2024/2/23,0021048115,10,2050,8.000,2024/2/23
2024/2/23,0021048115,20,2300,5.000,2024/2/23
2024/2/23,0021048115,40,2000,5.000,2024/2/23
2024/2/23,0021048115,50,1300,7.000,2024/2/23
2024/2/23,0021048115,60,2300,8.000,2024/2/23
2024/2/23,0021048116,20,1650,8.000,2024/2/26
2024/2/23,0021048116,30,1800,4.000,2024/2/23
2024/2/23,0021048116,50,2050,4.000,2024/2/23
2024/2/23,0021048116,60,1350,4.000,2024/2/23
2024/2/23,0021048116,70,1750,4.000,2024/2/25
2024/2/23,0021048116,80,2100,4.000,2024/2/23
2024/2/23,0021048116,100,2400,4.000,2024/2/23
2024/2/23,0021048121,10,2050,6.000,2024/2/23
2024/2/23,0021048124,10,2200,1.000,2024/2/23
2024/2/23,0021048125,10,2400,6.000,2024/2/23
2024/2/23,0021048132,10,710,2.000,2024/2/23
2024/2/23,0021048132,20,1300,3.000,2024/2/23
2024/2/23,0021048132,30,680,10.000,2024/2/23
2024/2/23,0021048132,40,1250,5.000,2024/2/23
2024/2/23,0021048134,10,1500,1.000,2024/2/23
2024/2/23,0021048134,20,1600,1.000,2024/2/23
2024/2/23,0021048134,30,2200,2.000,2024/2/23
2024/2/23,0021048134,40,2400,2.000,2024/2/23
2024/2/23,0021048134,50,2500,1.000,2024/2/23
2024/2/23,0021048134,60,2800,3.000,2024/2/23
2024/2/23,0021048134,70,1600,1.000,2024/2/23
2024/2/23,0021048134,80,1700,1.000,2024/2/23
2024/2/23,0021048134,90,2400,2.000,2024/2/23
2024/2/23,0021048134,100,1900,1.000,2024/2/23
2024/2/23,0021048134,110,2600,1.000,2024/2/23
2024/2/23,0021048134,120,2700,3.000,2024/2/23
2024/2/23,0021048134,130,1500,1.000,2024/2/23
2024/2/23,0021048135,10,1450,10.000,2024/2/23
2024/2/23,0021048135,20,1800,2.000,2024/2/23
2024/2/23,0021048135,30,2450,2.000,2024/2/23
2024/2/23,0021048135,40,1450,4.000,2024/2/23
2024/2/23,0021048135,50,2000,5.000,2024/2/23
2024/2/23,0021048141,10,2000,4.000,2024/2/23
2024/2/23,0021048141,20,2100,1.000,2024/2/23
2024/2/23,0021048141,30,1500,2.000,2024/2/23
2024/2/23,0021048141,40,1450,3.000,2024/2/23
2024/2/23,0021048141,50,1150,2.000,2024/2/23
2024/2/23,0021048141,60,2000,2.000,2024/2/23
2024/2/23,0021048141,70,1900,2.000,2024/2/23
2024/2/23,0021048141,80,1250,2.000,2024/2/23
2024/2/23,0021048141,90,1800,4.000,2024/2/23
2024/2/23,0021048141,100,1500,2.000,2024/2/23
2024/2/23,0021048141,110,1300,2.000,2024/2/23
2024/2/23,0021048142,10,1350,15.000,2024/2/23
2024/2/23,0021048143,10,1550,1.000,2024/2/23
2024/2/23,0021048143,20,1550,9.000,2024/2/23
2024/2/23,0021048143,30,1550,4.000,2024/2/23
2024/2/23,0021048147,10,1250,10.000,2024/2/23
2024/2/23,0021048151,10,2450,3.000,2024/2/23
2024/2/23,0021048151,50,2500,2.000,2024/2/23
2024/2/23,0021048154,10,2500,4.000,2024/2/23
2024/2/23,0021048154,20,2450,8.000,2024/2/23
2024/2/23,0021048154,30,2350,4.000,2024/2/23
2024/2/23,0021048154,40,2000,3.000,2024/2/23
2024/2/23,0021048154,50,2800,3.000,2024/2/23
2024/2/23,0021048154,60,2650,2.000,2024/2/23
2024/2/23,0021048154,70,2600,15.000,2024/2/23
2024/2/23,0021048154,80,2300,5.000,2024/2/23
2024/2/23,0021048154,90,2250,4.000,2024/2/23
2024/2/23,0021048155,10,1950,7.000,2024/2/25
2024/2/23,0021048164,10,2600,1.000,2024/2/23
2024/2/23,0021048164,20,2650,1.000,2024/2/23
2024/2/23,0021048164,30,2800,1.000,2024/2/23
2024/2/23,0021048167,10,2400,3.000,2024/2/23
2024/2/23,0021048167,20,2300,3.000,2024/2/23
2024/2/23,0021048167,30,2250,2.000,2024/2/23
2024/2/23,0021048167,40,2150,3.000,2024/2/23
2024/2/23,0021048167,50,2100,3.000,2024/2/23
2024/2/23,0021048167,60,1950,4.000,2024/2/23
2024/2/23,0021048167,70,1750,3.000,2024/2/23
2024/2/23,0021048167,80,2450,4.000,2024/2/23
2024/2/23,0021048167,90,2350,5.000,2024/2/23
2024/2/23,0021048167,100,2200,4.000,2024/2/23
2024/2/23,0021048167,110,2500,2.000,2024/2/23
2024/2/23,0021048168,10,1000,30.000,2024/2/26
2024/2/23,0021048168,20,1400,2.000,2024/2/23
2024/2/23,0021048168,30,1450,2.000,2024/2/23
2024/2/23,0021048168,40,1700,3.000,2024/2/23
2024/2/23,0021048168,50,1050,80.000,2024/2/26
2024/2/23,0021048169,10,1600,10.000,2024/2/23
2024/2/23,0021048169,20,1700,4.000,2024/2/23
2024/2/23,0021048169,30,1800,8.000,2024/2/23
2024/2/23,0021048169,40,1900,8.000,2024/2/26
2024/2/23,0021048169,50,1950,8.000,2024/2/23
2024/2/23,0021048169,60,1500,4.000,2024/2/23
2024/2/23,0021048169,70,1600,6.000,2024/2/26
2024/2/23,0021048169,80,1700,8.000,2024/2/26
2024/2/23,0021048169,90,1950,6.000,2024/2/26
2024/2/23,0021048169,100,1550,10.000,2024/2/26
2024/2/23,0021048169,110,1850,8.000,2024/2/23
2024/2/23,0021048169,130,1450,2.000,2024/2/23
2024/2/23,0021048169,140,1550,4.000,2024/2/26
2024/2/23,0021048169,150,1650,6.000,2024/2/26
2024/2/23,0021048169,160,1750,4.000,2024/2/26
2024/2/23,0021048169,170,1800,6.000,2024/2/26
2024/2/23,0021048175,10,1400,5.000,2024/2/23
2024/2/23,0021048175,20,1750,2.000,2024/2/23
2024/2/23,0021048175,30,1300,2.000,2024/2/26
2024/2/23,0021048175,40,1550,2.000,2024/2/23
2024/2/23,0021048175,50,1650,2.000,2024/2/23
2024/2/23,0021048175,60,1450,1.000,2024/2/23
2024/2/23,0021048175,70,950,2.000,2024/2/23
2024/2/23,0021048175,80,1050,2.000,2024/2/23
2024/2/23,0021048175,90,1000,2.000,2024/2/23
2024/2/23,0021048175,100,1800,5.000,2024/2/23
2024/2/23,0021048178,10,1250,5.000,2024/2/25
2024/2/23,0021048184,10,2300,1.000,2024/2/23
2024/2/23,0021048184,20,2200,3.000,2024/2/23
2024/2/23,0021048184,30,1700,2.000,2024/2/23
2024/2/23,0021048184,40,1950,2.000,2024/2/23
2024/2/23,0021048184,50,1850,2.000,2024/2/23
2024/2/23,0021048184,60,2500,3.000,2024/2/23
2024/2/23,0021048184,70,2100,2.000,2024/2/23
2024/2/23,0021048184,80,1900,3.000,2024/2/23
2024/2/23,0021048184,90,2150,2.000,2024/2/23
2024/2/23,0021048185,10,2500,4.000,2024/2/23
2024/2/23,0021048185,20,1400,4.000,2024/2/23
2024/2/23,0021048185,30,2100,3.000,2024/2/23
2024/2/23,0021048185,40,1400,3.000,2024/2/23
2024/2/23,0021048188,10,2250,8.000,2024/2/23
2024/2/23,0021048188,20,2250,2.000,2024/2/23
2024/2/23,0021048188,30,2200,3.000,2024/2/23
2024/2/23,0021048188,40,2400,1.000,2024/2/23
2024/2/23,0021048188,50,2400,4.000,2024/2/23
2024/2/23,0021048188,60,2050,4.000,2024/2/23
2024/2/23,0021048190,70,2100,4.000,2024/2/25
2024/2/23,0021048190,80,2150,4.000,2024/2/27
2024/2/23,0021048191,10,2000,8.000,2024/2/23
2024/2/23,0021048192,10,1050,25.000,2024/2/23
2024/2/23,0021048192,20,870,4.000,2024/2/23
2024/2/23,0021048196,10,2450,1.000,2024/2/23
2024/2/23,0021048196,20,2400,1.000,2024/2/23
2024/2/23,0021048196,30,2300,1.000,2024/2/23
2024/2/23,0021048196,40,2200,1.000,2024/2/23
2024/2/23,0021048196,50,1950,1.000,2024/2/23
2024/2/23,0021048201,10,1950,5.000,2024/2/23
2024/2/23,0021048201,20,2150,6.000,2024/2/23
2024/2/23,0021048201,30,2200,6.000,2024/2/23
2024/2/23,0021048201,40,2350,6.000,2024/2/23
2024/2/23,0021048201,50,2400,8.000,2024/2/23
2024/2/23,0021048201,60,2500,6.000,2024/2/23
2024/2/23,0021048204,10,810,12.000,2024/2/23
2024/2/23,0021048206,10,1550,1.000,2024/2/23
2024/2/23,0021048208,10,2700,15.000,2024/2/23
2024/2/23,0021048209,10,1600,3.000,2024/2/23
2024/2/23,0021048210,10,940,4.000,2024/2/23
2024/2/23,0021048215,10,1900,3.000,2024/2/23
2024/2/23,0021048217,10,2800,22.000,2024/2/27
2024/2/23,0021048217,20,2700,15.000,2024/2/26
2024/2/23,0021048217,30,2600,28.000,2024/2/25
2024/2/23,0021048217,40,2500,21.000,2024/2/26
2024/2/23,0021048217,50,2450,5.000,2024/2/23
2024/2/23,0021048217,60,2400,18.000,2024/2/23
2024/2/23,0021048217,70,2300,17.000,2024/2/27
2024/2/23,0021048217,80,2250,3.000,2024/2/27
2024/2/23,0021048217,90,2150,9.000,2024/2/23
2024/2/23,0021048218,10,2100,4.000,2024/2/23
2024/2/23,0021048218,20,1900,7.000,2024/2/23
2024/2/23,0021048219,10,650,6.000,2024/2/25
2024/2/23,0021048219,20,730,4.000,2024/2/25
2024/2/23,0021048219,30,750,4.000,2024/2/25
2024/2/23,0021048219,40,780,12.000,2024/2/25
2024/2/23,0021048219,50,800,6.000,2024/2/25
2024/2/23,0021048219,60,830,4.000,2024/2/25
2024/2/23,0021048219,70,1000,1.000,2024/2/25
2024/2/23,0021048219,80,1050,1.000,2024/2/25
2024/2/23,0021048219,90,1100,1.000,2024/2/25
2024/2/23,0021048220,10,1500,1.000,2024/2/26
2024/2/23,0021048220,20,2050,9.000,2024/2/25
2024/2/23,0021048220,30,2100,2.000,2024/2/23
2024/2/23,0021048220,40,2000,5.000,2024/2/26
2024/2/23,0021048220,50,1800,8.000,2024/2/23
2024/2/23,0021048220,60,2000,7.000,2024/2/24
2024/2/23,0021048221,10,1900,1.000,2024/2/24
2024/2/23,0021048221,20,1550,1.000,2024/2/24
2024/2/23,0021048221,30,1700,4.000,2024/2/23
2024/2/23,0021048221,40,1700,4.000,2024/2/23
2024/2/23,0021048221,50,1900,2.000,2024/2/23
2024/2/23,0021048221,60,1500,1.000,2024/2/26
2024/2/23,0021048221,70,1800,3.000,2024/2/26
2024/2/23,0021048221,80,2150,1.000,2024/2/23
2024/2/23,0021048221,90,2000,8.000,2024/2/24
2024/2/23,0021048221,100,1600,1.000,2024/2/23
2024/2/23,0021048224,10,2500,4.000,2024/2/23
2024/2/23,0021048224,20,2400,4.000,2024/2/23
2024/2/23,0021048224,30,2200,18.000,2024/2/23
2024/2/23,0021048224,40,2100,6.000,2024/2/23
2024/2/23,0021048224,50,2000,29.000,2024/2/23
2024/2/23,0021048224,60,1900,10.000,2024/2/23
2024/2/23,0021048224,70,1800,20.000,2024/2/23
2024/2/23,0021048224,80,1700,10.000,2024/2/23
2024/2/23,0021048224,90,1600,15.000,2024/2/23
2024/2/23,0021048224,100,1500,2.000,2024/2/23
2024/2/23,0021048224,110,1400,6.000,2024/2/23
2024/2/23,0021048224,120,1300,2.000,2024/2/23
2024/2/23,0021048224,130,1200,6.000,2024/2/25
2024/2/23,0021048225,10,1600,2.000,2024/2/23
2024/2/23,0021048225,20,1700,2.000,2024/2/23
2024/2/23,0021048225,30,1800,2.000,2024/2/23
2024/2/23,0021048225,40,1850,2.000,2024/2/23
2024/2/23,0021048225,50,2050,2.000,2024/2/23
2024/2/23,0021048225,60,2100,2.000,2024/2/23
2024/2/23,0021048225,70,2150,2.000,2024/2/23
2024/2/23,0021048225,80,2200,2.000,2024/2/23
2024/2/23,0021048227,10,1760,4.000,2024/2/23
2024/2/23,0021048227,20,1070,30.000,2024/2/23
2024/2/23,0021048227,30,1580,9.000,2024/2/23
2024/2/23,0021048227,40,1660,3.000,2024/2/23
2024/2/23,0021048227,50,1060,1.000,2024/2/23
2024/2/23,0021048227,70,1070,8.000,2024/2/23
2024/2/23,0021048229,10,1800,6.000,2024/2/23
2024/2/23,0021048229,20,2000,3.000,2024/2/24
2024/2/23,0021048229,30,1900,6.000,2024/2/23
2024/2/23,0021048229,40,2000,1.000,2024/2/23
2024/2/23,0021048229,50,1800,2.000,2024/2/23
2024/2/23,0021048229,60,2500,2.000,2024/2/23
2024/2/23,0021048231,10,1800,1.000,2024/2/23
2024/2/23,0021048231,20,1950,1.000,2024/2/23
2024/2/23,0021048244,10,1800,64.000,2024/2/27
2024/2/23,0021048244,20,1750,22.000,2024/2/27
2024/2/23,0021048244,30,1450,78.000,2024/2/26
2024/2/23,0021048244,40,1500,15.000,2024/2/26
2024/2/23,0021048244,50,1550,10.000,2024/2/26
2024/2/23,0021048247,10,1300,5.000,2024/2/23
2024/2/23,0021048247,20,1200,5.000,2024/2/23
2024/2/23,0021048249,10,2100,3.000,2024/2/23
2024/2/23,0021048249,20,2250,3.000,2024/2/23
2024/2/23,0021048249,30,2350,3.000,2024/2/23
2024/2/23,0021048249,40,1350,2.000,2024/2/23
2024/2/23,0021048249,50,1900,3.000,2024/2/23
2024/2/23,0021048249,60,2150,3.000,2024/2/23
2024/2/23,0021048249,70,2200,3.000,2024/2/23
2024/2/23,0021048249,80,2450,3.000,2024/2/23
2024/2/23,0021048250,10,2000,4.000,2024/2/23
2024/2/23,0021048250,20,1400,14.000,2024/2/23
2024/2/23,0021048250,30,1250,6.000,2024/2/23
2024/2/23,0021048250,40,2100,6.000,2024/2/23
2024/2/23,0021048250,50,1950,8.000,2024/2/23
2024/2/23,0021048250,60,2100,4.000,2024/2/23
2024/2/23,0021048263,10,2500,4.000,2024/2/23
2024/2/23,0021048267,10,1500,4.000,2024/2/23
2024/2/23,0021048270,10,1450,2.000,2024/2/23
2024/2/23,0021048270,30,1850,2.000,2024/2/23
2024/2/23,0021048270,40,2000,3.000,2024/2/23
2024/2/23,0021048270,70,1900,2.000,2024/2/23
2024/2/23,0021048275,10,2020,11.000,2024/2/24
2024/2/23,0021048275,20,2200,8.000,2024/2/24
2024/2/23,0021048275,30,1850,19.000,2024/2/24
2024/2/23,0021048275,40,2050,14.000,2024/2/24
2024/2/23,0021048275,50,2200,5.000,2024/2/24
2024/2/23,0021048275,60,2150,3.000,2024/2/24
2024/2/23,0021048279,10,1350,1.000,2024/2/23
2024/2/23,0021048279,20,2450,1.000,2024/2/23
2024/2/23,0021048286,10,2000,1.000,2024/2/24
2024/2/23,0021048286,20,1600,4.000,2024/2/24
2024/2/23,0021048286,30,1800,1.000,2024/2/24
2024/2/23,0021048286,40,1600,17.000,2024/2/24
2024/2/23,0021048286,50,2000,2.000,2024/2/24
2024/2/23,0021048286,60,1600,15.000,2024/2/24
2024/2/23,0021048296,10,840,40.000,2024/2/24
2024/2/23,0021048303,10,2100,1.000,2024/2/24
2024/2/23,0021048303,20,1950,2.000,2024/2/24
2024/2/23,0021048303,30,1800,1.000,2024/2/24
2024/2/23,0021048303,40,1900,1.000,2024/2/24
2024/2/23,0021048303,50,2050,2.000,2024/2/24
2024/2/23,0021048303,60,2150,2.000,2024/2/24
2024/2/23,0021048303,70,2400,4.000,2024/2/24
2024/2/23,0021048303,80,2350,4.000,2024/2/24
2024/2/23,0021048325,10,1850,7.000,2024/2/24
2024/2/23,0021048325,30,2050,2.000,2024/2/24
2024/2/24,0021048351,10,1300,2.000,2024/2/27
2024/2/24,0021048351,20,1350,4.000,2024/2/27
2024/2/24,0021048351,30,1400,2.000,2024/2/27
2024/2/24,0021048351,40,1450,2.000,2024/2/26
2024/2/24,0021048351,50,1500,2.000,2024/2/27
2024/2/24,0021048351,60,1550,4.000,2024/2/27
2024/2/24,0021048351,70,1600,2.000,2024/2/27
2024/2/24,0021048351,80,1700,2.000,2024/2/27
2024/2/24,0021048351,90,1750,2.000,2024/2/27
2024/2/24,0021048351,100,1800,3.000,2024/2/27
2024/2/24,0021048351,110,1850,3.000,2024/2/27
2024/2/24,0021048351,120,1900,2.000,2024/2/27
2024/2/24,0021048351,130,1950,2.000,2024/2/27
2024/2/24,0021048351,150,2100,4.000,2024/2/27
2024/2/24,0021048351,170,2200,2.000,2024/2/27
2024/2/24,0021048351,190,2300,2.000,2024/2/27
2024/2/24,0021048351,200,2350,2.000,2024/2/27
2024/2/24,0021048351,210,2400,2.000,2024/2/27
2024/2/24,0021048351,220,2450,4.000,2024/2/27
2024/2/24,0021048351,230,2500,2.000,2024/2/27
2024/2/24,0021048351,240,1500,5.000,2024/2/27
2024/2/24,0021048351,250,1550,5.000,2024/2/27
2024/2/24,0021048351,260,1850,2.000,2024/2/27
2024/2/24,0021048351,270,2000,1.000,2024/2/27
2024/2/24,0021048351,280,2300,2.000,2024/2/27
2024/2/24,0021048351,290,2350,2.000,2024/2/24
2024/2/24,0021048352,10,1700,1.000,2024/2/24
2024/2/24,0021048352,20,1900,1.000,2024/2/24
2024/2/24,0021048352,30,2250,1.000,2024/2/24
2024/2/24,0021048353,100,2700,1.000,2024/2/27
2024/2/24,0021048353,110,2600,1.000,2024/2/27
2024/2/24,0021048353,120,2500,2.000,2024/2/27
2024/2/24,0021048353,130,2300,2.000,2024/2/27
2024/2/24,0021048353,140,2200,1.000,2024/2/27
2024/2/24,0021048353,150,2100,1.000,2024/2/27
2024/2/24,0021048353,160,2000,2.000,2024/2/27
2024/2/24,0021048358,10,1600,5.000,2024/2/27
2024/2/24,0021048358,20,1900,5.000,2024/2/26
2024/2/24,0021048358,30,2000,6.000,2024/2/26
2024/2/24,0021048358,40,2300,5.000,2024/2/26
2024/2/24,0021048358,50,1700,5.000,2024/2/27
2024/2/24,0021048358,60,1800,6.000,2024/2/26
2024/2/24,0021048358,70,2100,5.000,2024/2/26
2024/2/24,0021048358,80,2200,5.000,2024/2/26
2024/2/24,0021048359,10,1600,5.000,2024/2/24
2024/2/24,0021048359,20,1700,2.000,2024/2/24
2024/2/24,0021048359,30,1500,2.000,2024/2/24
2024/2/24,0021048359,40,1750,7.000,2024/2/24
2024/2/24,0021048359,50,1800,6.000,2024/2/24
2024/2/24,0021048360,10,1000,5.000,2024/2/27
2024/2/24,0021048360,20,1020,6.000,2024/2/27
2024/2/24,0021048360,30,1470,8.000,2024/2/27
2024/2/24,0021048360,40,1620,7.000,2024/2/27
2024/2/24,0021048360,50,900,6.000,2024/2/25
2024/2/24,0021048360,60,960,7.000,2024/2/27
2024/2/24,0021048360,70,990,5.000,2024/2/27
2024/2/24,0021048360,80,1000,5.000,2024/2/26
2024/2/24,0021048360,90,1100,3.000,2024/2/27
2024/2/24,0021048360,100,1350,5.000,2024/2/27
2024/2/24,0021048360,110,1460,20.000,2024/2/27
2024/2/24,0021048360,120,1470,17.000,2024/2/27
2024/2/24,0021048360,130,1650,2.000,2024/2/25
2024/2/24,0021048360,150,850,3.000,2024/2/27
2024/2/24,0021048360,160,960,5.000,2024/2/27
2024/2/24,0021048360,170,1050,2.000,2024/2/27
2024/2/24,0021048360,180,1360,4.000,2024/2/27
2024/2/24,0021048360,190,1700,3.000,2024/2/27
2024/2/24,0021048360,200,850,6.000,2024/2/27
2024/2/24,0021048360,210,980,4.000,2024/2/27
2024/2/24,0021048360,220,1020,10.000,2024/2/25
2024/2/24,0021048360,230,1050,5.000,2024/2/27
2024/2/24,0021048360,250,1450,9.000,2024/2/27
2024/2/24,0021048360,270,1610,15.000,2024/2/27
2024/2/24,0021048361,10,1200,10.000,2024/2/27
2024/2/24,0021048362,10,1500,7.000,2024/2/27
2024/2/24,0021048362,20,1900,6.000,2024/2/27
2024/2/24,0021048362,30,2100,2.000,2024/2/24
2024/2/24,0021048362,40,2400,2.000,2024/2/26
2024/2/24,0021048362,50,2500,2.000,2024/2/26
2024/2/24,0021048362,60,1500,7.000,2024/2/27
2024/2/24,0021048362,70,1800,11.000,2024/2/26
2024/2/24,0021048362,80,2200,14.000,2024/2/27
